name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,profit,cluster
The Thing,6,9,1982,8.1,382000,John Carpenter,Bill Lancaster,Kurt Russell,53,15000000,19632053,Universal Pictures,109,4632053,3
Conan the Barbarian,6,0,1982,6.9,141000,John Milius,Robert E. Howard,Arnold Schwarzenegger,53,20000000,68851475,Universal Pictures,129,48851475,0
E.T. the Extra-Terrestrial,4,7,1982,7.8,381000,Steven Spielberg,Melissa Mathison,Henry Thomas,53,10500000,792910554,Universal Pictures,115,782410554,2
First Blood,6,0,1982,7.7,234000,Ted Kotcheff,David Morrell,Sylvester Stallone,53,15000000,125212904,Anabasis N.V.,93,110212904,1
An Officer and a Gentleman,6,6,1982,7.0,52000,Taylor Hackford,Douglas Day Stewart,Richard Gere,53,7500000,129795554,Lorimar Film Entertainment,124,122295554,3
Grease 2,4,4,1982,4.4,34000,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,53,13200000,15171476,Paramount Pictures,115,1971476,1
Annie,4,4,1982,6.6,41000,John Huston,Carol Sobieski,Aileen Quinn,53,50000000,57063861,Columbia Pictures,127,7063861,1
Poltergeist,4,9,1982,7.3,148000,Tobe Hooper,Steven Spielberg,JoBeth Williams,53,10700000,77142388,Metro-Goldwyn-Mayer (MGM),114,66442388,3
48 Hrs.,6,0,1982,6.9,73000,Walter Hill,Roger Spottiswoode,Nick Nolte,53,12000000,78868508,Paramount Pictures,96,66868508,1
Star Trek II: The Wrath of Khan,4,0,1982,7.7,115000,Nicholas Meyer,Gene Roddenberry,William Shatner,53,11200000,78912963,Paramount Pictures,113,67712963,1
Paradise,6,1,1982,4.9,2500,Stuart Gillard,Stuart Gillard,Willie Aames,6,11949109,5588800,Embassy Pictures,100,-6360309,1
The Last American Virgin,6,4,1982,6.3,8100,Boaz Davidson,Boaz Davidson,Lawrence Monoson,53,11949109,5829781,Cannon Group,92,-6119328,3
Sophie's Choice,6,6,1983,7.6,44000,Alan J. Pakula,William Styron,Meryl Streep,52,12000000,30036000,Incorporated Television Company (ITC),150,18036000,3
Gandhi,4,3,1983,8.0,220000,Richard Attenborough,John Briley,Ben Kingsley,52,22000000,52767889,International Film Investors,191,30767889,0
Tootsie,4,4,1982,7.4,100000,Sydney Pollack,Don McGuire,Dustin Hoffman,53,21000000,177200000,Columbia Pictures,116,156200000,1
Tron,4,0,1982,6.8,115000,Steven Lisberger,Steven Lisberger,Jeff Bridges,53,17000000,33000525,Walt Disney Productions,96,16000525,1
The Secret of NIMH,1,2,1982,7.6,37000,Don Bluth,Robert C. O'Brien,Elizabeth Hartman,53,7000000,14665733,Aurora,82,7665733,1
The King of Comedy,4,4,1983,7.8,94000,Martin Scorsese,Paul D. Zimmerman,Robert De Niro,53,20000000,2536242,Embassy International Pictures,109,-17463758,3
Rocky III,4,6,1982,6.8,179000,Sylvester Stallone,Sylvester Stallone,Sylvester Stallone,53,17000000,125052686,Chartoff-Winkler Productions,99,108052686,3
The Beastmaster,4,0,1982,6.2,22000,Don Coscarelli,Don Coscarelli,Marc Singer,53,8000000,14056528,Leisure Investment Company,118,6056528,1
Creepshow,6,4,1982,6.9,44000,George A. Romero,Stephen King,Hal Holbrook,53,8000000,21028755,United Film Distribution Company (UFDC),120,13028755,3
The Man from Snowy River,4,1,1982,7.3,8200,George Miller,A.B. 'Banjo' Paterson,Kirk Douglas,2,3500000,20659423,Cambridge Productions,102,17159423,1
Pink Floyd: The Wall,6,6,1982,8.0,78000,Alan Parker,Roger Waters,Bob Geldof,52,12000000,22265763,Goldcrest Films International,95,10265763,3
Cat People,6,8,1982,6.2,20000,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,53,18000000,7000000,RKO Pictures,118,-11000000,3
Fanny and Alexander,6,6,1982,8.1,59000,Ingmar Bergman,Ingmar Bergman,Bertil Guve,46,6000000,6795771,Cinematograph AB,188,795771,0
Friday the 13th Part III,6,9,1982,5.7,49000,Steve Miner,Martin Kitrosser,Dana Kimmell,53,2300000,36690067,Paramount Pictures,95,34390067,3
Firefox,4,0,1982,6.0,26000,Clint Eastwood,Alex Lasker,Clint Eastwood,53,18000000,46708276,Major Studio Partners,136,28708276,1
Halloween III: Season of the Witch,6,9,1982,5.0,45000,Tommy Lee Wallace,Tommy Lee Wallace,Tom Atkins,53,2500000,14400000,Dino De Laurentiis Company,98,11900000,3
The Dark Crystal,4,1,1982,7.2,63000,Jim Henson,David Odell,Jim Henson,52,15000000,41630431,Incorporated Television Company (ITC),93,26630431,1
The Verdict,6,6,1982,7.7,37000,Sidney Lumet,Barry Reed,Paul Newman,53,16000000,53993738,Twentieth Century Fox,129,37993738,3
Pieces,3,9,1983,6.1,9300,Juan Piquer Simón,Dick Randall,Christopher George,45,300000,2032311,Almena Films,85,1732311,1
Zapped!,6,4,1982,4.9,6500,Robert J. Rosenthal,Bruce Rubin,Scott Baio,53,11949109,16897768,Embassy Pictures,98,4948659,1
Six Pack,4,4,1982,5.9,2800,Daniel Petrie,Mike Marvin,Kenny Rogers,53,11949109,20225989,Twentieth Century Fox,108,8276880,1
The World According to Garp,6,4,1982,7.2,25000,George Roy Hill,John Irving,Robin Williams,53,17000000,29712172,Pan Arts,136,12712172,3
Diner,6,4,1982,7.1,19000,Barry Levinson,Barry Levinson,Steve Guttenberg,53,5000000,14099953,Metro-Goldwyn-Mayer (MGM),110,9099953,3
The Best Little Whorehouse in Texas,6,4,1982,6.0,10000,Colin Higgins,Larry L. King,Burt Reynolds,53,35000000,69701637,Universal Pictures,114,34701637,3
The Year of Living Dangerously,4,6,1983,7.1,20000,Peter Weir,David Williamson,Mel Gibson,2,13000000,10278575,Metro-Goldwyn-Mayer (MGM),115,-2721425,3
Night Shift,6,4,1982,6.6,15000,Ron Howard,Lowell Ganz,Henry Winkler,53,11949109,21095638,Major Studio Partners,106,9146529,3
Summer Lovers,6,4,1982,5.7,3900,Randal Kleiser,Randal Kleiser,Peter Gallagher,53,11949109,4968000,Filmways Pictures,98,-6981109,1
Victor Victoria,4,4,1982,7.6,20000,Blake Edwards,Blake Edwards,Julie Andrews,52,11949109,28229046,Metro-Goldwyn-Mayer (MGM),134,16279937,3
The Last Unicorn,1,2,1982,7.4,25000,Jules Bass,Peter S. Beagle,Jeff Bridges,52,3500000,6455330,Rankin/Bass Productions,92,2955330,1
The Entity,6,6,1983,6.7,15000,Sidney J. Furie,Frank De Felitta,Barbara Hershey,53,9000000,13277558,American Cinema Productions,125,4277558,3
Airplane II: the Sequel,4,4,1982,6.2,50000,Ken Finkleman,Ken Finkleman,Robert Hays,53,15000000,27150534,Paramount Pictures,85,12150534,1
The Toy,4,4,1982,5.8,11000,Richard Donner,Francis Veber,Richard Pryor,53,17000000,47118057,Columbia Pictures,102,30118057,1
The House on Sorority Row,6,9,1983,6.0,7800,Mark Rosman,Mark Rosman,Kate McNeil,53,425000,10604986,VAE Productions,91,10179986,3
Evil Under the Sun,4,5,1982,7.1,15000,Guy Hamilton,Anthony Shaffer,Peter Ustinov,52,10000000,6110670,EMI Films,117,-3889330,3
The Sword and the Sorcerer,6,0,1982,5.6,5700,Albert Pyun,Tom Karnowski,Lee Horsley,53,11949109,39103425,Sorcerer Productions,99,27154316,1
Death Wish II,6,0,1982,6.0,15000,Michael Winner,David Engelbach,Charles Bronson,53,2000000,16100000,Golan-Globus Productions,89,14100000,1
Silent Rage,6,0,1982,5.5,5300,Michael Miller,Joseph Fraley,Chuck Norris,53,4500000,10490791,Columbia Pictures,103,5990791,1
Megaforce,4,0,1982,3.7,3400,Hal Needham,Bob Kachler,Barry Bostwick,17,20000000,5675599,Golden Harvest Company,99,-14324401,1
Personal Best,6,6,1982,6.3,2600,Robert Towne,Robert Towne,Mariel Hemingway,53,16000000,5672311,The Geffen Company,128,-10327689,3
Dead Men Don't Wear Plaid,4,4,1982,6.9,21000,Carl Reiner,Carl Reiner,Steve Martin,53,9000000,18196170,Aspen Film Society,88,9196170,1
Amityville II: The Possession,6,9,1982,5.5,11000,Damiano Damiani,Tommy Lee Wallace,James Olson,31,5000000,12534817,Dino De Laurentiis Company,104,7534817,3
Missing,4,3,1982,7.7,19000,Costa-Gavras,Costa-Gavras,Jack Lemmon,53,9500000,14000000,PolyGram Filmed Entertainment,122,4500000,1
The Seduction,6,16,1982,4.9,1100,David Schmoeller,David Schmoeller,Morgan Fairchild,53,11949109,11378339,The Romantic Venture,104,-570770,3
Cannery Row,4,4,1982,6.7,3500,David S. Ward,John Steinbeck,Nick Nolte,53,11300000,5301539,Chai Productions,120,-5998461,1
Deathtrap,4,4,1982,7.0,13000,Sidney Lumet,Ira Levin,Michael Caine,53,11949109,19282134,Warner Bros.,116,7333025,1
Tex,4,6,1982,6.5,2000,Tim Hunter,S.E. Hinton,Matt Dillon,53,11949109,7400000,Walt Disney Productions,103,-4549109,1
"I, the Jury",6,5,1982,5.9,1500,Richard T. Heffron,Mickey Spillane,Armand Assante,53,11949109,1515578,American Cinema Productions,111,-10433531,3
Tempest,4,4,1982,6.5,2200,Paul Mazursky,Paul Mazursky,John Cassavetes,53,13000000,5005245,Columbia Pictures,140,-7994755,1
Young Doctors in Love,6,4,1982,5.5,3000,Garry Marshall,Michael Elias,Michael McKean,53,11949109,30688860,ABC Motion Pictures,96,18739751,1
My Favorite Year,4,4,1982,7.4,9000,Richard Benjamin,Norman Steinberg,Peter O'Toole,53,11949109,20123620,Metro-Goldwyn-Mayer (MGM),92,8174511,1
Still of the Night,4,5,1982,6.1,4300,Robert Benton,Robert Benton,Roy Scheider,53,10000000,5979947,United Artists,93,-4020053,1
Parasite,6,9,1982,3.9,2300,Charles Band,Alan J. Adler,Robert Glaudini,53,800000,2270,Embassy Pictures,85,-797730,3
Making Love,6,6,1982,6.9,2500,Arthur Hiller,Barry Sandler,Michael Ontkean,53,11949109,11897978,IndieProd Company Productions,113,-51131,3
Honkytonk Man,4,4,1982,6.6,8200,Clint Eastwood,Clancy Carlile,Clint Eastwood,53,2000000,4484991,The Malpaso Company,122,2484991,1
The Beast Within,6,9,1982,5.6,3700,Philippe Mora,Tom Holland,Ronny Cox,53,11949109,7742572,Katzka,98,-4206537,3
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",4,4,1983,7.2,4200,Robert Altman,Ed Graczyk,Cher,53,850000,840958,Sandcastle 5 Productions,109,-9042,1
The Final Option,6,0,1983,6.4,3000,Ian Sharp,George Markstein,Lewis Collins,47,6000000,2666873,Richmond Light Horse Productions,125,-3333127,1
Trail of the Pink Panther,4,4,1982,5.0,9800,Blake Edwards,Blake Edwards,Peter Sellers,52,6000000,9056073,United Artists,96,3056073,1
The Sender,6,6,1982,6.0,1800,Roger Christian,Thomas Baum,Kathryn Harrold,52,11949109,1054328,Paramount Pictures,91,-10894781,3
The Border,6,5,1982,6.4,6100,Tony Richardson,Deric Washburn,Jack Nicholson,53,22000000,6118683,Efer Productions,108,-15881317,3
Kiss Me Goodbye,4,4,1982,6.0,1900,Robert Mulligan,Bruno Barreto,Sally Field,53,11949109,15782759,Twentieth Century Fox,101,3833650,1
A Midsummer Night's Sex Comedy,4,4,1982,6.6,19000,Woody Allen,Woody Allen,Woody Allen,53,11949109,9077269,Jack Rollins & Charles H. Joffe Productions,88,-2871840,1
Vice Squad,6,0,1982,6.5,2000,Gary Sherman,Sandy Howard,Season Hubley,52,11949109,13253583,AVCO Embassy Pictures,97,1304474,1
Best Friends,4,4,1982,5.5,2700,Norman Jewison,Valerie Curtin,Burt Reynolds,53,15000000,36821203,Warner Bros.,116,21821203,1
Shoot the Moon,6,6,1982,6.9,2500,Alan Parker,Bo Goldman,Albert Finney,53,12000000,9217530,Metro-Goldwyn-Mayer (MGM),124,-2782470,3
Lookin' to Get Out,6,4,1983,5.1,684,Hal Ashby,Al Schwartz,Jon Voight,53,17000000,946461,Lorimar Productions,105,-16053539,1
Barbarosa,4,17,1982,6.4,1500,Fred Schepisi,William D. Wittliff,Willie Nelson,53,11000000,1736123,Incorporated Television Company (ITC),90,-9263877,3
Visiting Hours,6,9,1982,5.7,3800,Jean-Claude Lord,Brian Taggert,Michael Ironside,6,11949109,13258670,Canadian Film Development Corporation (CFDC),103,1309561,3
A Little Sex,6,4,1982,4.9,501,Bruce Paltrow,Robert De Laurentiis,Tim Matheson,53,11949109,2370376,Company Four,95,-9578733,1
Class Reunion,6,4,1982,4.7,2000,Michael Miller,John Hughes,Gerrit Graham,53,11949109,10054150,ABC Motion Pictures,84,-1894959,1
Hanky Panky,4,0,1982,5.6,2400,Sidney Poitier,Henry Rosenbaum,Gene Wilder,53,11949109,9823934,Columbia Pictures,110,-2125175,1
Author! Author!,4,4,1982,6.2,5100,Arthur Hiller,Israel Horovitz,Al Pacino,53,11949109,13111101,Twentieth Century Fox,110,1161992,1
Split Image,6,6,1982,6.5,768,Ted Kotcheff,Scott Spencer,Michael O'Keefe,6,11949109,263635,PolyGram Filmed Entertainment,110,-11685474,3
The Challenge,6,0,1982,6.3,2000,John Frankenheimer,Richard Maxwell,Scott Glenn,53,11949109,2977706,CBS Theatrical Films,108,-8971403,1
The Soldier,6,0,1982,5.3,1100,James Glickenhaus,James Glickenhaus,Ken Wahl,53,4000000,6328816,James Glickenhaus,96,2328816,1
Wrong Is Right,6,4,1982,5.7,1800,Richard Brooks,Charles McCarry,Sean Connery,53,10000000,3583513,Columbia Pictures,117,-6416487,3
Six Weeks,4,6,1982,5.7,818,Tony Bill,Fred Mustard Stewart,Dudley Moore,53,11949109,6668025,PolyGram Pictures,107,-5281084,1
Jekyll and Hyde... Together Again,6,14,1982,6.2,1100,Jerry Belson,Monica Mcgowan Johnson,Mark Blankfield,53,5000000,3792188,Paramount Pictures,87,-1207812,3
Forced Vengeance,6,0,1982,5.6,2900,James Fargo,Franklin Thompson,Chuck Norris,53,5000000,6660333,Metro-Goldwyn-Mayer (MGM),90,1660333,1
The Missionary,6,4,1982,6.2,2100,Richard Loncraine,Michael Palin,Michael Palin,52,11949109,7241180,HandMade Films,90,-4707929,3
The Escape Artist,4,4,1982,6.2,683,Caleb Deschanel,David Wagoner,Raul Julia,53,11949109,143369,Zoetrope Studios,94,-11805740,1
Night Crossing,4,6,1982,6.5,1300,Delbert Mann,John McGreevey,John Hurt,52,10000000,8000000,Walt Disney Productions,107,-2000000,3
Endangered Species,6,6,1982,5.9,914,Alan Rudolph,Judd Klinger,Robert Urich,53,11949109,1474249,Alive Enterprises,97,-10474860,3
Things Are Tough All Over,6,0,1982,6.0,3100,Thomas K. Avildsen,Cheech Marin,Toni Attell,53,7000000,21134374,C & C Brown Production,90,14134374,1
Homework,6,4,1982,3.5,322,James Beshears,Maurice Peterson,Joan Collins,53,11949109,2914328,Jensen Farley Pictures,90,-9034781,1
Jinxed!,6,4,1982,4.7,984,Don Siegel,Frank D. Gilroy,Bette Midler,53,13400000,2869638,Herb Jaffe,103,-10530362,1
The Return of Martin Guerre,3,3,1983,7.4,4100,Daniel Vigne,Jean-Claude Carrière,Gérard Depardieu,14,9683984,3723036,S.F.P.C.,112,-5960948,1
They Call Me Bruce,4,0,1982,5.7,1500,Elliott Hong,David Randolph,Johnny Yune,53,11949109,16894678,Gold Pine Productions,87,4945569,1
Some Kind of Hero,6,4,1982,5.8,1400,Michael Pressman,Robert Boris,Richard Pryor,53,11949109,23671186,Paramount Pictures,97,11722077,1
Hammett,4,5,1982,6.5,3000,Wim Wenders,Joe Gores,Frederic Forrest,53,11949109,42914,Orion Pictures,97,-11906195,1
Five Days One Summer,4,6,1982,6.1,1000,Fred Zinnemann,Michael Austin,Sean Connery,53,15000000,199078,Cable and Wireless Finance,108,-14800922,1
Penitentiary II,6,5,1982,4.4,538,Jamaa Fanaka,Jamaa Fanaka,Leon Isaac Kennedy,53,11949109,3178542,Bob-Bea Productions,108,-8770567,1
If You Could See What I Hear,4,3,1982,6.8,785,Eric Till,Stuart Gillard,Marc Singer,6,11949109,8693512,Cypress Grove,103,-3255597,1
Partners,6,4,1982,5.3,1200,James Burrows,Francis Veber,Ryan O'Neal,53,6000000,6062898,Paramount Pictures,93,62898,1
Richard Pryor: Live on the Sunset Strip,6,4,1982,7.7,3900,Joe Layton,Paul Mooney,Richard Pryor,53,11949109,36299720,Columbia Pictures,82,24350611,3
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1,2,1982,7.1,1800,Directors,John W. Dunn,Mel Blanc,53,11949109,78350,Warner Bros. Animation,74,-11870759,1
Monsignor,6,5,1982,5.1,838,Frank Perry,Jack-Alain Léger,Christopher Reeve,53,11949109,12408066,Frank Yablans Presentations,121,458957,3
"Yes, Giorgio",4,4,1982,3.9,653,Franklin J. Schaffner,Anne Piper,Luciano Pavarotti,53,19000000,2279543,Metro-Goldwyn-Mayer (MGM),110,-16720457,1
I Ought to Be in Pictures,4,4,1982,6.2,895,Herbert Ross,Neil Simon,Walter Matthau,53,11949109,6968359,Twentieth Century Fox,108,-4980750,1
La traviata,1,6,1983,7.2,1300,Franco Zeffirelli,Francesco Maria Piave,Teresa Stratas,32,9683984,3783329,Accent Films B.V.,109,-5900655,1
Fighting Back,6,0,1982,6.1,460,Lewis Teague,Thomas Hedley Jr.,Tom Skerritt,53,11949109,3355948,Permut Presentations,98,-8593161,1
Kamikaze 89,3,14,1982,5.8,665,Wolf Gremm,Robert Katz,Rainer Werner Fassbinder,55,11949109,22440,Regina Ziegler Filmproduktion,106,-11926669,3
Heidi's Song,1,2,1982,6.3,256,Robert Taylor,Joseph Barbera,Lorne Greene,53,11949109,5124391,Hanna-Barbera Productions,94,-6824718,1
Lonely Hearts,6,4,1982,6.8,336,Paul Cox,Paul Cox,Wendy Hughes,2,11949109,777087,Adam Packer Film Productions,106,-11172022,3
Scarface,6,5,1983,8.3,766000,Brian De Palma,Oliver Stone,Al Pacino,53,25000000,65884703,Universal Pictures,170,40884703,0
The Outsiders,4,5,1983,7.1,78000,Francis Ford Coppola,Kathleen Rowell,C. Thomas Howell,53,10000000,25697647,Zoetrope Studios,91,15697647,1
Star Wars: Episode VI - Return of the Jedi,4,0,1983,8.3,973000,Richard Marquand,Lawrence Kasdan,Mark Hamill,53,32500000,475106177,Lucasfilm,131,442606177,2
Risky Business,6,4,1983,6.8,83000,Paul Brickman,Paul Brickman,Tom Cruise,53,6200000,63541777,The Geffen Company,99,57341777,3
National Lampoon's Vacation,6,1,1983,7.4,100000,Harold Ramis,John Hughes,Chevy Chase,53,15000000,61399552,National Lampoon,98,46399552,3
Trading Places,6,4,1983,7.5,141000,John Landis,Timothy Harris,Eddie Murphy,53,15000000,90404800,Cinema Group Ventures,116,75404800,3
Superman III,4,0,1983,5.0,66000,Richard Lester,Jerry Siegel,Christopher Reeve,14,39000000,59950623,Dovemead Films,125,20950623,1
The Big Chill,6,4,1983,7.2,34000,Lawrence Kasdan,Lawrence Kasdan,Tom Berenger,53,8000000,56399659,Columbia Pictures,105,48399659,3
Staying Alive,4,6,1983,4.7,15000,Sylvester Stallone,Nik Cohn,John Travolta,53,22000000,64892670,Paramount Pictures,93,42892670,1
Jaws 3-D,4,1,1983,3.7,41000,Joe Alves,Peter Benchley,Dennis Quaid,53,20500000,87987055,Universal Pictures,99,67487055,1
Christine,6,9,1983,6.7,75000,John Carpenter,Stephen King,Keith Gordon,53,9700000,21017849,Columbia Pictures,110,11317849,3
Flashdance,6,6,1983,6.2,50000,Adrian Lyne,Thomas Hedley Jr.,Jennifer Beals,53,4000000,92921203,Paramount Pictures,95,88921203,3
WarGames,4,0,1983,7.1,93000,John Badham,Lawrence Lasker,Matthew Broderick,53,12000000,79567667,United Artists,114,67567667,1
The Right Stuff,4,1,1984,7.8,57000,Philip Kaufman,Philip Kaufman,Sam Shepard,53,27000000,21192315,The Ladd Company,193,-5807685,0
Krull,4,0,1983,6.1,31000,Peter Yates,Stanford Sherman,Ken Marshall,52,47000000,16916617,Columbia Pictures,121,-30083383,1
Spring Break,6,4,1983,4.9,2800,Sean S. Cunningham,David Smilow,David Knell,53,9683984,24071666,Columbia Pictures,102,14387682,1
The Dead Zone,6,6,1983,7.2,65000,David Cronenberg,Jeffrey Boam,Christopher Walken,53,10000000,20766616,Dino De Laurentiis Company,103,10766616,3
Octopussy,4,0,1983,6.5,98000,John Glen,George MacDonald Fraser,Roger Moore,52,27500000,67893619,United Artists,131,40393619,1
Private School,6,4,1983,5.3,6100,Noel Black,Dan Greenburg,Phoebe Cates,53,3500000,14049540,Unity Productions,89,10549540,1
Valley Girl,6,4,1983,6.4,14000,Martha Coolidge,Andrew Lane,Nicolas Cage,53,350000,17343596,Atlantic Entertainment Group,99,16993596,3
Rumble Fish,6,5,1983,7.2,32000,Francis Ford Coppola,S.E. Hinton,Matt Dillon,53,10000000,2494480,Zoetrope Studios,94,-7505520,3
Videodrome,6,9,1983,7.2,86000,David Cronenberg,David Cronenberg,James Woods,6,5952000,2120439,Filmplan International,87,-3831561,3
Terms of Endearment,4,4,1983,7.4,57000,James L. Brooks,Larry McMurtry,Shirley MacLaine,53,8000000,108423749,Paramount Pictures,132,100423749,3
Twilight Zone: The Movie,4,9,1983,6.5,34000,Directors,John Landis,Dan Aykroyd,53,10000000,29450919,Amblin Entertainment,101,19450919,3
Never Say Never Again,4,0,1983,6.2,63000,Irvin Kershner,Kevin McClory,Sean Connery,52,36000000,55432841,TaliaFilm II Productions,134,19432841,1
A Christmas Story,4,4,1983,7.9,134000,Bob Clark,Jean Shepherd,Peter Billingsley,53,3300000,20653717,Metro-Goldwyn-Mayer (MGM),93,17353717,3
Cujo,6,9,1983,6.1,41000,Lewis Teague,Stephen King,Dee Wallace,53,5000000,21156152,Sunn Classic Pictures,93,16156152,3
Sudden Impact,6,0,1983,6.6,42000,Clint Eastwood,Harry Julian Fink,Clint Eastwood,53,22000000,67642693,Warner Bros.,117,45642693,1
The Hunger,6,6,1983,6.7,24000,Tony Scott,James Costigan,Catherine Deneuve,52,9683984,5988322,Metro-Goldwyn-Mayer (MGM),97,-3695662,3
Mr. Mom,4,4,1983,6.6,22000,Stan Dragoti,John Hughes,Michael Keaton,53,9683984,64783827,Sherwood Productions,91,55099843,1
Blue Thunder,6,0,1983,6.4,18000,John Badham,Dan O'Bannon,Roy Scheider,53,22000000,42313354,Columbia Pictures,109,20313354,1
Breathless,6,0,1983,5.9,8700,Jim McBride,François Truffaut,Richard Gere,53,7500000,19910002,Breathless Associates,100,12410002,1
Psycho II,6,5,1983,6.5,25000,Richard Franklin,Tom Holland,Anthony Perkins,53,5000000,34725000,Universal Pictures,113,29725000,3
Local Hero,4,4,1983,7.4,22000,Bill Forsyth,Bill Forsyth,Burt Lancaster,52,9683984,5899678,Enigma Productions,111,-3784306,3
Bad Boys,6,5,1983,7.2,14000,Rick Rosenthal,Richard Di Lello,Sean Penn,53,9683984,9190819,EMI Films,123,-493165,3
Silkwood,6,3,1984,7.2,19000,Mike Nichols,Nora Ephron,Meryl Streep,53,10000000,35615609,ABC Motion Pictures,131,25615609,3
All the Right Moves,6,6,1983,5.9,16000,Michael Chapman,Michael Kane,Tom Cruise,53,5600000,17233166,Lucille Ball Productions,91,11633166,3
The Keep,6,6,1983,5.7,11000,Michael Mann,F. Paul Wilson,Scott Glenn,52,11000000,4218594,Paramount Pictures,96,-6781406,3
My Tutor,6,4,1983,5.2,3300,George Bowers,Joe Roberts,Matt Lattanzi,53,9683984,22587834,Marimark Productions,97,12903850,1
